Exchange,Token,LotSize,Symbol,TradingSymbol,Expiry,Instrument,OptionType,StrikePrice,TickSize,
BFO,889676,550,TAMOOPT,TATAMOTORS25JUN770PE,12-JUN-2025,OPTSTK,PE,770,0.05,
BFO,888724,550,TAMOOPT,TATAMOTORS25JUN760PE,12-JUN-2025,OPTSTK,PE,760,0.05,
BFO,887570,550,TAMOOPT,TATAMOTORS25JUN750PE,12-JUN-2025,OPTSTK,PE,750,0.05,
BFO,887084,550,TAMOOPT,TATAMOTORS25JUN740PE,12-JUN-2025,OPTSTK,PE,740,0.05,
BFO,878699,550,TAMOOPT,TATAMOTORS25JUN730PE,12-JUN-2025,OPTSTK,PE,730,0.05,
BFO,880328,550,TAMOOPT,TATAMOTORS25JUN720PE,12-JUN-2025,OPTSTK,PE,720,0.05,
BFO,881947,550,TAMOOPT,TATAMOTORS25JUN710PE,12-JUN-2025,OPTSTK,PE,710,0.05,
BFO,883566,550,TAMOOPT,TATAMOTORS25JUN700PE,12-JUN-2025,OPTSTK,PE,700,0.05,
BFO,884531,550,TAMOOPT,TATAMOTORS25JUN690PE,12-JUN-2025,OPTSTK,PE,690,0.05,
BFO,879242,550,TAMOOPT,TATAMOTORS25JUN680PE,12-JUN-2025,OPTSTK,PE,680,0.05,
BFO,880876,550,TAMOOPT,TATAMOTORS25JUN670PE,12-JUN-2025,OPTSTK,PE,670,0.05,
BFO,882467,550,TAMOOPT,TATAMOTORS25JUN660PE,12-JUN-2025,OPTSTK,PE,660,0.05,
BFO,884082,550,TAMOOPT,TATAMOTORS25JUN650PE,12-JUN-2025,OPTSTK,PE,650,0.05,
BFO,878781,550,TAMOOPT,TATAMOTORS25JUN640PE,12-JUN-2025,OPTSTK,PE,640,0.05,
BFO,880416,550,TAMOOPT,TATAMOTORS25JUN630PE,12-JUN-2025,OPTSTK,PE,630,0.05,
BFO,882020,550,TAMOOPT,TATAMOTORS25JUN620PE,12-JUN-2025,OPTSTK,PE,620,0.05,
BFO,883644,550,TAMOOPT,TATAMOTORS25JUN610PE,12-JUN-2025,OPTSTK,PE,610,0.05,
BFO,885251,550,TAMOOPT,TATAMOTORS25JUN600PE,12-JUN-2025,OPTSTK,PE,600,0.05,
BFO,882403,550,TAMOOPT,TATAMOTORS25JUN590PE,12-JUN-2025,OPTSTK,PE,590,0.05,
